,f1,f2,f3,f4,f5
0,0.0,0.0,0.0,0.0,1.0
1,0.0,0.0,0.0,0.1105117588392329,0.9938748166435546
2,0.0,0.0,0.0,0.24318230741862945,0.9699806005062942
3,0.0,0.0,0.0,0.38673690032167846,0.9221900942482413
4,0.0,0.0,0.0,0.5444275472918946,0.8388078717738239
5,0.0,0.0,0.0,0.6820253654324284,0.7313285177721177
6,0.0,0.0,0.0,0.8712384351790191,0.4908600503879024
7,0.0,0.0,0.0,0.9359331238738506,0.35217777845249554
8,0.0,0.0,0.0,0.9751143173770999,0.22170265683160534
9,0.0,0.0,0.0,0.9950384399423573,0.09949122090455922
10,0.0,0.0,0.0,1.0,0.0
11,0.0,0.0,0.10244371757354163,0.9883973704617539,0.11214242191964062
12,0.0,0.0,0.10990895028108508,0.993941659579731,0.0
13,0.0,0.0,0.1251471992524545,0.13163317476128586,0.983367116504071
14,0.0,0.0,0.15020644962683152,0.4517218305861497,0.8794233396165922
15,0.0,0.0,0.1393029388433111,0.2844461925305716,0.948517292823108
16,0.0,0.0,0.11487193796802028,0.0,0.993380308777797
17,0.0,0.0,0.14262161683039115,0.947764760478932,0.28530866304232294
18,0.0,0.0,0.1635268455158226,0.616457437743759,0.7702202271078343
19,0.0,0.0,0.1584012933430444,0.8774692517716755,0.45272148442779564
20,0.0,0.0,0.17093705375492713,0.7668656054607342,0.6186256273506027
21,0.0,0.0,0.21307536414447537,0.9675954844610023,0.1354912087383432
22,0.0,0.0,0.2735879191044236,0.14232975522379324,0.9512580571527615
23,0.0,0.0,0.3044851741995174,0.3101002644844067,0.9006256739952457
24,0.0,0.0,0.3073966579461478,0.8984489107148379,0.31352328385442174
25,0.0,0.0,0.32975623775847723,0.4919899786724469,0.8057336312611383
26,0.0,0.0,0.2479389961990832,0.0,0.9687756469708511
27,0.0,0.0,0.24911116113190096,0.9684748986935675,0.0
28,0.0,0.0,0.3469043367682359,0.6675946691606058,0.6587675909148322
29,0.0,0.0,0.34009884231654736,0.8072102975404026,0.48243581231048627
30,0.0,0.0,0.3452612316828031,0.9270017407705143,0.1465006979686781
31,0.0,0.0,0.4391334798486778,0.15303230197027023,0.8852925513239512
32,0.0,0.0,0.5135092441443995,0.508352268021728,0.6912931561757377
33,0.0,0.0,0.4903979513500585,0.32164336955877887,0.8099724638100608
34,0.0,0.0,0.3989306094772272,0.0,0.9169811169386904
35,0.0,0.0,0.5236874505508142,0.6775112848874613,0.5164590138488531
36,0.0,0.0,0.49706117912281683,0.8027022904523078,0.32954395323181684
37,0.0,0.0,0.4125818623358944,0.9109205271984188,0.0
38,0.0,0.0,0.4951197219623068,0.8563330070736973,0.1468000065398063
39,0.0,0.0,0.5466217344696124,0.0,0.8373796506993901
40,0.0,0.0,0.6625631675771378,0.3375933753160071,0.6686110692419733
41,0.0,0.0,0.6829299196800331,0.5117101643398997,0.5213055078522157
42,0.0,0.0,0.6133843873182052,0.14942209934083583,0.7755208763294819
43,0.0,0.0,0.673322126102567,0.6557805546416786,0.34145157585603725
44,0.0,0.0,0.5672998747366673,0.8235112944724933,0.0
45,0.0,0.0,0.6450776863775355,0.7468741230917176,0.16141196607991584
46,0.0,0.0,0.7637671020652673,0.15835603282603505,0.6257660750395655
47,0.0,0.0,0.808528451499612,0.31809827523929873,0.4950709347208973
48,0.0,0.0,0.7070733531837513,0.0,0.7071402076091319
49,0.0,0.0,0.812205002781944,0.4790391766831595,0.33293317746764595
50,0.0,0.0,0.7115084431667112,0.7026775471740099,0.0
51,0.0,0.0,0.7806699938139331,0.6044735325928424,0.15863829661618217
52,0.0,0.0,0.8818297864411441,0.148609178838287,0.4475394281068163
53,0.0,0.0,0.8289926874924299,0.0,0.5592594425524513
54,0.0,0.0,0.8853943264964087,0.44049500221761634,0.1484622498457869
55,0.0,0.0,0.9050901966763557,0.30127469482171726,0.30007548073849155
56,0.0,0.0,0.8332462332801798,0.5529020842105699,0.0
57,0.0,0.0,0.950900724794287,0.14087930755120442,0.27557364222579894
58,0.0,0.0,0.9170303822323108,0.0,0.398817349250082
59,0.0,0.0,0.952123112719076,0.27230512711311994,0.13896580865106736
60,0.0,0.0,0.9182403795201425,0.39602349099353285,0.0
61,0.0,0.0,0.9675706932924419,0.0,0.2526003829798819
