,f1,f2,f3,f4,f5
0,0.0,0.0,0.0,0.0,0.5
1,0.0,0.0,0.0,0.05193734233852661,0.4480626576614734
2,0.0,0.0,0.0,0.1026348361014283,0.3973651638985717
3,0.0,0.0,0.0,0.15479276746491685,0.3452072325350832
4,0.0,0.0,0.0,0.20447015130424356,0.29552984869575644
5,0.0,0.0,0.0,0.2526938738896925,0.2473061261103075
6,0.0,0.0,0.0,0.2983885681423527,0.20161143185764732
7,0.0,0.0,0.0,0.35046781139442146,0.14953218860557854
8,0.0,0.0,0.0,0.40167583776627414,0.09832416223372585
9,0.0,0.0,0.0,0.44992898093789807,0.05007101906210195
10,0.0,0.0,0.0,0.5,0.0
11,0.0,0.0,0.046686716466217124,0.10499156965766303,0.3483217138761199
12,0.0,0.0,0.04728984608346074,0.0,0.4527101539165393
13,0.0,0.0,0.04798692558206427,0.05006258426346094,0.40195049015447476
14,0.0,0.0,0.050008405300557106,0.2986420975944071,0.15134949710503587
15,0.0,0.0,0.050056000153328443,0.44994399984667155,0.0
16,0.0,0.0,0.05036045648628864,0.349538686884357,0.1001008566293544
17,0.0,0.0,0.050667208041025875,0.24855041254406499,0.2007823794149091
18,0.0,0.0,0.05082674587217141,0.15250172192191125,0.29667153220591735
19,0.0,0.0,0.05145880221492356,0.40008550252812347,0.04845569525695288
20,0.0,0.0,0.05269540536325644,0.19950961397215078,0.24779498066459277
21,0.0,0.0,0.09196797359678864,0.05317484474752881,0.3548571816556826
22,0.0,0.0,0.09374411340828755,0.0,0.40625588659171247
23,0.0,0.0,0.09818990838155667,0.10189139497467652,0.2999186966437668
24,0.0,0.0,0.09899247754950878,0.250587223451848,0.15042029899864326
25,0.0,0.0,0.09950340797744167,0.15104421657320685,0.24945237544935148
26,0.0,0.0,0.10023054610372507,0.39976945389627494,0.0
27,0.0,0.0,0.10057753380144124,0.2986746264376345,0.10074783976092432
28,0.0,0.0,0.10091977460243577,0.20094590174511215,0.19813432365245207
29,0.0,0.0,0.10102069048367877,0.3481057287046334,0.05087358081168788
30,0.0,0.0,0.13884624710329435,0.04914181354186717,0.31201193935483845
31,0.0,0.0,0.13904778997314235,0.0,0.3609522100268577
32,0.0,0.0,0.14776667417552183,0.101388278097228,0.2508450477272502
33,0.0,0.0,0.1477952703552547,0.249895083210145,0.10230964643460029
34,0.0,0.0,0.1481363120551683,0.3518636879448317,0.0
35,0.0,0.0,0.1488800446882476,0.15085661297458816,0.20026334233716425
36,0.0,0.0,0.14902646025708594,0.20121979462524972,0.14975374511766434
37,0.0,0.0,0.15114392083154898,0.2969453339843245,0.05191074518412655
38,0.0,0.0,0.1836238786515753,0.049304913421789706,0.26707120792663497
39,0.0,0.0,0.1837438020368953,0.0,0.3162561979631047
40,0.0,0.0,0.1971616362490785,0.1535768240588716,0.1492615396920499
41,0.0,0.0,0.19751583331741474,0.30248416668258526,0.0
42,0.0,0.0,0.19767908352021443,0.20249611431640238,0.09982480216338317
43,0.0,0.0,0.19777759520251206,0.102755835850642,0.19946656894684597
44,0.0,0.0,0.19960254103775973,0.25041831940331005,0.0499791395589302
45,0.0,0.0,0.22918401501162441,0.0,0.27081598498837556
46,0.0,0.0,0.23032617962688134,0.04825831897199995,0.2214155014011187
47,0.0,0.0,0.24554461556202783,0.10596235205585994,0.1484930323821122
48,0.0,0.0,0.24679073140122126,0.15408621985300372,0.09912304874577506
49,0.0,0.0,0.24724006505442545,0.2527599349455745,0.0
50,0.0,0.0,0.24756282120215634,0.20328800356614604,0.049149175231697616
51,0.0,0.0,0.2731291272824107,0.0528017130888706,0.17406915962871872
52,0.0,0.0,0.27709130303568996,0.0,0.22290869696431004
53,0.0,0.0,0.297367175209948,0.15312107309605394,0.04951175169399809
54,0.0,0.0,0.29750467366201494,0.10433153956133973,0.09816378677664533
55,0.0,0.0,0.29825027941239185,0.20174972058760815,0.0
56,0.0,0.0,0.31907984219949426,0.04954322026661934,0.13137693753388638
57,0.0,0.0,0.3207396876781952,0.0,0.17926031232180478
58,0.0,0.0,0.34904928697799287,0.10036186015861516,0.050588852863392
59,0.0,0.0,0.34967216612198565,0.15032783387801438,0.0
60,0.0,0.0,0.3643416100710841,0.04615243131086663,0.08950595861804926
61,0.0,0.0,0.3679303260033529,0.0,0.13206967399664707
62,0.0,0.0,0.39661804510729287,0.10338195489270714,0.0
63,0.0,0.0,0.4042904549156206,0.0516607147552646,0.04404883032911484
64,0.0,0.0,0.4465956177959095,0.0,0.05340438220409048
65,0.0,0.0,0.45074887613783193,0.04925112386216808,0.0
66,0.0,0.0,0.5,0.0,0.0
67,0.0,0.04598113060752978,0.22473316748724947,0.053538048553121394,0.1757476533520994
68,0.0,0.04603977304993762,0.1821671944866421,0.05065094420018623,0.22114208826323412
69,0.0,0.047137171352977764,0.4002514650860816,0.05261136356094066,0.0
70,0.0,0.047879412008429524,0.31797659506540416,0.0,0.1341439929261663
71,0.0,0.048050810916085374,0.22867400973972588,0.0,0.2232751793441888
72,0.0,0.048090970141735426,0.182527514117157,0.0,0.2693815157411076
