,f1,f2,f3
0,0.0,0.0,0.5
1,0.0,0.015282369913565946,0.48471763008643404
2,0.0,0.029979369099405524,0.4700206309005945
3,0.0,0.04467515676818099,0.455324843231819
4,0.0,0.060753416293542695,0.4392465837064573
5,0.0,0.07680592676892559,0.42319407323107444
6,0.0,0.09209251120313515,0.40790748879686484
7,0.0,0.10696105731023836,0.3930389426897617
8,0.0,0.12155801194035258,0.37844198805964735
9,0.0,0.13622747231805354,0.36377252768194646
10,0.0,0.15127800413783424,0.3487219958621658
11,0.0,0.16572350503502287,0.3342764949649772
12,0.0,0.18002735513692708,0.3199726448630729
13,0.0,0.19381255768606798,0.3061874423139321
14,0.0,0.20720016209567174,0.29279983790432823
15,0.0,0.22038523774342392,0.2796147622565761
16,0.0,0.23349778667975998,0.26650221332024004
17,0.0,0.2468350589043307,0.25316494109566934
18,0.0,0.26063861930004106,0.23936138069995894
19,0.0,0.27485852154519413,0.2251414784548059
20,0.0,0.2890781910397659,0.2109218089602341
21,0.0,0.3035421205478855,0.19645787945211454
22,0.0,0.318443981040853,0.18155601895914703
23,0.0,0.3333004438257802,0.16669955617421978
24,0.0,0.3486560368990888,0.15134396310091117
25,0.0,0.36380606735552795,0.13619393264447202
26,0.0,0.37976091031085707,0.12023908968914294
27,0.0,0.39561180203016794,0.10438819796983206
28,0.0,0.41095401026844425,0.08904598973155574
29,0.0,0.4257750227398758,0.07422497726012424
30,0.0,0.4408591397995867,0.059140860200413314
31,0.0,0.4556780302749331,0.044321969725066905
32,0.0,0.4701127422033079,0.029887257796692084
33,0.0,0.4846880078698819,0.015311992130118095
34,0.0,0.5,0.0
35,0.01448113187481578,0.04559897540685218,0.43991989271833204
36,0.01456799966019564,0.061199042919886586,0.4242329574199178
37,0.014720652970210421,0.3646329860962394,0.12064636093355019
38,0.014771476373807537,0.38004524886743474,0.10518327475875776
39,0.014830406993711626,0.07648751203096964,0.4086820809753187
40,0.014945968897883473,0.33391527303883667,0.15113875806327984
41,0.014987859007399195,0.3491221019139464,0.13589003907865435
42,0.015006982401837652,0.39524992557176647,0.08974309202639594
43,0.015034602749152937,0.09159736521572136,0.3933680320351257
44,0.015060985573616369,0.12169025230000163,0.36324876212638196
45,0.015104587110127958,0.13664187911608752,0.3482535337737845
46,0.015119087190167578,0.030082150192128194,0.45479876261770424
47,0.015122565307920863,0.30375008171598594,0.18112735297609314
48,0.015141886774219623,0.10659519274107984,0.37826292048470056
49,0.015157213274963137,0.31872835449137266,0.16611443223366426
50,0.015171680628280244,0.014988079805734885,0.46984023956598486
51,0.015187204879673084,0.4252226766046551,0.059590118515671815
52,0.015190944105717629,0.4848090558942824,0.0
53,0.015194074664156825,0.410250841457725,0.07455508387811813
54,0.015202243840641994,0.0,0.484797756159358
55,0.01520676859687958,0.4698596445871376,0.014933586815982804
56,0.015303029214021933,0.2887106937155324,0.1959862770704457
57,0.015323934741224576,0.4400966396130603,0.044579425645715084
58,0.015324741461189447,0.1515468127792572,0.33312844575955336
59,0.015346142895541428,0.4549321462140113,0.02972171089044721
60,0.0154506320661437,0.27372324583891006,0.21082612209494628
61,0.01546267266492767,0.16649005848794565,0.31804726884712664
62,0.0155231819859286,0.25875028886766915,0.22572652914640223
63,0.015717442049114363,0.24351686878326215,0.24076568916762348
64,0.015747880637274177,0.18149541375441064,0.3027567056083152
65,0.016039639427523015,0.19675354150417712,0.2872068190682999
66,0.016042200226761078,0.2280266369029227,0.2559311628703162
67,0.016211312889722575,0.21231364016315685,0.27147504694712055
68,0.029239767271766165,0.045783601953991296,0.4249766307742426
69,0.029562751876214165,0.06112029877979553,0.4093169493439903
70,0.029781594035859952,0.36477510555445797,0.10544330040968207
71,0.029829019992442234,0.07630857825369018,0.39386240175386755
72,0.0298745455566179,0.3495540821786952,0.12057137226468681
73,0.029917645138955513,0.10691159734175867,0.36317075751928585
74,0.029932936778147137,0.03032883537876473,0.43973822784308814
75,0.029963304668009345,0.37983870734102754,0.0901979879909632
76,0.03002040976148811,0.09147645958647416,0.3785031306520377
77,0.03002450054440101,0.334254599504215,0.135720899951384
78,0.030139890072845878,0.015130905697521894,0.4547292042296322
79,0.03014738280248294,0.4698526171975171,0.0
80,0.030153137581354184,0.31903766670619876,0.1508091957124471
81,0.030216801672341084,0.12182807300987977,0.34795512531777917
82,0.030232288837593456,0.0,0.46976771116240656
83,0.030252770237028118,0.30390481392350355,0.16584241583946838
84,0.030260690231813794,0.39483181218098035,0.07490749758720586
85,0.030355655824372697,0.1367481468029479,0.3328961973726794
86,0.03036671195754594,0.2887499305562394,0.1808833574862146
87,0.03042783847132231,0.409823927095603,0.05974823443307472
88,0.03046925075764404,0.45467890188571936,0.01485184735663656
89,0.03050235506314469,0.15175495429450894,0.3177426906423464
90,0.03052787677391207,0.424738124379991,0.04473399884609696
91,0.030537545708070764,0.2736205903336842,0.19584186395824504
92,0.03057460772297449,0.25853291856215693,0.21089247371486858
93,0.030611231712692682,0.43964637064195194,0.0297423976453554
94,0.030651504981451222,0.1667761833569746,0.30257231166157417
95,0.030688932284475997,0.24337361249842893,0.22593745521709507
96,0.030792257611904104,0.18193978613357775,0.2872679562545181
97,0.03081214909888415,0.22811106902809183,0.241076781873024
98,0.030864627896951494,0.21271622556027012,0.25641914654277836
99,0.030880909545141017,0.19724740980352304,0.2718716806513359
100,0.04390436986638609,0.045727810577644065,0.4103678195559698
101,0.04450021815363382,0.09225182610557693,0.3632479557407892
102,0.044595050747484315,0.06120663106220417,0.3941983181903115
103,0.044802070851932274,0.030313413162724973,0.42488451598534277
104,0.044868625160840364,0.07629161944477224,0.37883975539438736
105,0.04497927260520124,0.34958889135870763,0.10543183603609113
106,0.045041030941534256,0.33444206253498904,0.12051690652347673
107,0.04505760935175188,0.0,0.4549423906482481
108,0.04506313306403997,0.364604018792555,0.09033284814340505
109,0.045168954105562015,0.31923397030651396,0.13559707558792403
110,0.04523129548196485,0.10689138646991446,0.34787731804812067
111,0.045275654915911685,0.30405536118033566,0.1506689839037526
112,0.04528975884134159,0.3795669714114442,0.07514326974721425
113,0.04529640546412328,0.014918020837779815,0.4397855736980969
114,0.045319685013809764,0.4546803149861902,0.0
115,0.0454088087173763,0.12183027416813588,0.3327609171144878
116,0.045432427453793396,0.28886361482145617,0.1657039577247504
117,0.045505875071789006,0.2736791866347142,0.1808149382934967
118,0.04553951970823284,0.13685535110088884,0.3176051291908783
119,0.045541544306165326,0.3945053398236515,0.05995311587018321
120,0.045606425216533276,0.2585091807414109,0.19588439404205588
121,0.045635234226424654,0.1519226667039064,0.30244209906966896
122,0.045679432395725854,0.24332871613132354,0.21099185147295063
123,0.04572414845348264,0.16704243060318683,0.2872334209433305
124,0.04572681823999476,0.40946424547276244,0.0448089362872428
125,0.045731336978152404,0.2281064828212347,0.22616218020061285
126,0.04576681952615638,0.21283815484407514,0.24139502562976844
127,0.045772771312364145,0.19755244133318559,0.2566747873544503
128,0.045776128753045875,0.1822615274636421,0.271962343783312
129,0.045796802706621544,0.43946106026951887,0.014742137023859618
130,0.04581233265089156,0.42439309883110055,0.029794568518007873
131,0.05819167598771119,0.04574096696404454,0.39606735704824425
132,0.05872496051817023,0.07788151725801763,0.3633935222238121
133,0.059859568194830216,0.030267717307546977,0.40987271449762275
134,0.05998966488043754,0.0610998406523592,0.3789104944672033
135,0.06018023872446009,0.33443187194550594,0.10538788933003393
136,0.06021044451937476,0.01517652295444153,0.4246130325261837
137,0.06022499943508512,0.31929331335850236,0.1204816872064126
138,0.060253054366537113,0.09188593049081216,0.3478610151426508
139,0.060259007965576816,0.3494275986930367,0.09031339334138651
