0.7071068,0.7071068,0.0
0.7070195,0.7070195,0.01570732
0.7067579,0.7067579,0.03141076
0.7063218,0.7063218,0.04710645
0.7057115,0.7057115,0.06279052
0.704927,0.704927,0.0784591
0.7039686,0.7039686,0.09410831
0.7028365,0.7028365,0.1097343
0.701531,0.701531,0.1253332
0.7000524,0.7000524,0.1409012
0.6984011,0.6984011,0.1564345
0.6965775,0.6965775,0.1719291
0.694582,0.694582,0.1873813
0.6924151,0.6924151,0.2027873
0.6900774,0.6900774,0.2181432
0.6875694,0.6875694,0.2334454
0.6848917,0.6848917,0.2486899
0.6820451,0.6820451,0.263873
0.6790302,0.6790302,0.2789911
0.6758477,0.6758477,0.2940403
0.6724985,0.6724985,0.309017
0.6689834,0.6689834,0.3239174
0.6653032,0.6653032,0.3387379
0.6614588,0.6614588,0.3534748
0.6574513,0.6574513,0.3681246
0.6532815,0.6532815,0.3826834
0.6489505,0.6489505,0.3971479
0.6444594,0.6444594,0.4115144
0.6398093,0.6398093,0.4257793
0.6350014,0.6350014,0.4399392
0.6300368,0.6300368,0.4539905
0.6249167,0.6249167,0.4679298
0.6196424,0.6196424,0.4817537
0.6142152,0.6142152,0.4954587
0.6086365,0.6086365,0.5090414
0.6029076,0.6029076,0.5224986
0.59703,0.59703,0.5358268
0.5910051,0.5910051,0.5490228
0.5848343,0.5848343,0.5620834
0.5785192,0.5785192,0.5750053
0.5720614,0.5720614,0.5877853
0.5654624,0.5654624,0.6004202
0.558724,0.558724,0.6129071
0.5518476,0.5518476,0.6252427
0.5448351,0.5448351,0.637424
0.5376882,0.5376882,0.649448
0.5304086,0.5304086,0.6613119
0.5229982,0.5229982,0.6730125
0.5154587,0.5154587,0.6845471
0.507792,0.507792,0.6959128
0.5,0.5,0.7071068
0.4920847,0.4920847,0.7181263
0.4840479,0.4840479,0.7289686
0.4758917,0.4758917,0.7396311
0.4676181,0.4676181,0.7501111
0.4592291,0.4592291,0.760406
0.4507268,0.4507268,0.7705132
0.4421133,0.4421133,0.7804304
0.4333907,0.4333907,0.790155
0.4245612,0.4245612,0.7996847
0.4156269,0.4156269,0.809017
0.4065901,0.4065901,0.8181497
0.397453,0.397453,0.8270806
0.3882178,0.3882178,0.8358074
0.3788868,0.3788868,0.8443279
0.3694623,0.3694623,0.8526402
0.3599466,0.3599466,0.860742
0.3503422,0.3503422,0.8686315
0.3406513,0.3406513,0.8763067
0.3308763,0.3308763,0.8837656
0.3210198,0.3210198,0.8910065
0.311084,0.311084,0.8980276
0.3010714,0.3010714,0.9048271
0.2909846,0.2909846,0.9114033
0.280826,0.280826,0.9177546
0.2705981,0.2705981,0.9238795
0.2603034,0.2603034,0.9297765
0.2499445,0.2499445,0.935444
0.2395239,0.2395239,0.9408808
0.2290442,0.2290442,0.9460854
0.218508,0.218508,0.9510565
0.2079179,0.2079179,0.955793
0.1972765,0.1972765,0.9602937
0.1865864,0.1865864,0.9645574
0.1758503,0.1758503,0.9685832
0.1650708,0.1650708,0.9723699
0.1542506,0.1542506,0.9759168
0.1433923,0.1433923,0.9792228
0.1324986,0.1324986,0.9822873
0.1215722,0.1215722,0.9851093
0.1106159,0.1106159,0.9876883
0.09963222,0.09963222,0.9900237
0.08862398,0.08862398,0.9921147
0.07759388,0.07759388,0.993961
0.06654463,0.06654463,0.995562
0.05547896,0.05547896,0.9969173
0.0443996,0.0443996,0.9980267
0.03330929,0.03330929,0.9988899
0.02221076,0.02221076,0.9995066
0.01110675,0.01110675,0.9998766
3.17459e-11,3.17459e-11,1.0
