,f1,f2
0,0.0,1.0
1,0.002506265664160401,0.9499373825678241
2,0.005012531328320802,0.9292007674595211
3,0.007518796992481203,0.913289003047588
4,0.010025062656641603,0.8998747651356482
5,0.012531328320802004,0.8880565842900887
6,0.015037593984962405,0.8773721321030068
7,0.017543859649122806,0.8675467642934956
8,0.020050125313283207,0.8584015349190423
9,0.022556390977443608,0.8498121477034724
10,0.02506265664160401,0.8416881032846741
11,0.02756892230576441,0.833961081954367
12,0.03007518796992481,0.826578006095176
13,0.03258145363408521,0.8194966658643525
14,0.03508771929824561,0.8126828376836612
15,0.03759398496240601,0.8061083164176297
16,0.040100250626566414,0.7997495302712965
17,0.042606516290726815,0.7935865404322509
18,0.045112781954887216,0.7876023023785634
19,0.047619047619047616,0.7817821097640076
20,0.05012531328320802,0.7761131685801775
21,0.05263157894736842,0.7705842661294382
22,0.05513784461152882,0.7651855102181111
23,0.05764411027568922,0.759908121179226
24,0.06015037593984962,0.7547442642060137
25,0.06265664160401002,0.7496869128391206
26,0.06516290726817042,0.7447297368118049
27,0.06766917293233082,0.7398670091427639
28,0.07017543859649122,0.7350935285869913
29,0.07268170426065163,0.7304045544512081
30,0.07518796992481203,0.7257957514464591
31,0.07769423558897243,0.721263142751138
32,0.08020050125313283,0.7168030698380845
33,0.08270676691729323,0.7124121579111988
34,0.08521303258145363,0.7080872860229386
35,0.08771929824561403,0.7038255611204538
36,0.09022556390977443,0.6996242954069447
37,0.09273182957393483,0.6954809865149061
38,0.09523809523809523,0.6913933000758161
39,0.09774436090225563,0.6873590543414768
40,0.10025062656641603,0.6833762065693483
41,0.10275689223057644,0.6794428409307063
42,0.10526315789473684,0.6755571577384749
43,0.10776942355889724,0.6717174638228569
44,0.11027568922305764,0.6679221639087342
45,0.11278195488721804,0.6641697528702663
46,0.11528822055137844,0.6604588087560237
47,0.11779448621553884,0.6567879864929859
48,0.12030075187969924,0.653156012190352
49,0.12280701754385964,0.6495616779747688
50,0.12531328320802004,0.6460038372976057
51,0.12781954887218044,0.6424814006625943
52,0.13032581453634084,0.638993331728705
53,0.13283208020050125,0.6355386437487491
54,0.13533834586466165,0.6321163963090205
55,0.13784461152882205,0.6287256923394482
56,0.14035087719298245,0.6253656753673225
57,0.14285714285714285,0.6220355269907728
58,0.14536340852130325,0.6187344645508812
59,0.14786967418546365,0.6154617389836694
60,0.15037593984962405,0.6122166328352594
61,0.15288220551378445,0.6089984584253094
62,0.15538847117794485,0.6058065561454061
63,0.15789473684210525,0.6026402928804868
64,0.16040100250626566,0.5994990605425929
65,0.16290726817042606,0.596382274707334
66,0.16541353383458646,0.5932893733444053
67,0.16791979949874686,0.590219815634349
68,0.17042606516290726,0.5871730808645017
69,0.17293233082706766,0.5841486673977494
70,0.17543859649122806,0.5811460917083044
71,0.17794486215538846,0.5781648874792563
72,0.18045112781954886,0.5752046047571269
73,0.18295739348370926,0.5722648091590905
74,0.18546365914786966,0.5693450811289047
75,0.18796992481203006,0.56644501523794
76,0.19047619047619047,0.5635642195280153
77,0.19298245614035087,0.5607023148930206
78,0.19548872180451127,0.5578589344965668
79,0.19799498746867167,0.5550337232231282
80,0.20050125313283207,0.5522263371603551
81,0.20300751879699247,0.5494364431104171
82,0.20551378446115287,0.5466637181284153
83,0.20802005012531327,0.54390784908605
84,0.21052631578947367,0.5411685322588764
85,0.21303258145363407,0.5384454729356085
86,0.21553884711779447,0.535738385048048
87,0.21804511278195488,0.5330469908203237
88,0.22055137844611528,0.5303710204362222
89,0.22305764411027568,0.5277102117234846
90,0.22556390977443608,0.5250643098540224
91,0.22807017543859648,0.5224330670590807
92,0.23057644110275688,0.519816242358452
93,0.23308270676691728,0.5172136013028978
94,0.23558897243107768,0.5146249157290028
95,0.23809523809523808,0.5120499635257334
96,0.24060150375939848,0.5094885284120274
97,0.24310776942355888,0.5069403997247808
98,0.24561403508771928,0.5044053722166479
99,0.24812030075187969,0.5018832458631012
100,0.2506265664160401,0.4993738256782412
101,0.2531328320802005,0.49687692153887386
102,0.2556390977443609,0.4943923480164082
103,0.2581453634085213,0.4919199242161515
104,0.2606516290726817,0.48945947362360964
105,0.2631578947368421,0.487010823957423
106,0.2656641604010025,0.48457380702858877
107,0.2681704260651629,0.4821482586056479
108,0.2706766917293233,0.479734018285528
109,0.2731829573934837,0.4773309293697553
110,0.2756892230576441,0.4749388387457666
111,0.2781954887218045,0.4725575967730652
112,0.2807017543859649,0.47018705717398246
113,0.2832080200501253,0.46782707692881886
114,0.2857142857142857,0.4654775161751512
115,0.2882205513784461,0.4631382381111073
116,0.2907268170426065,0.4608091089024162
117,0.2932330827067669,0.4584899975930574
118,0.2957393483709273,0.45618077601933993
119,0.2982456140350877,0.4538813187272498
120,0.3007518796992481,0.4515915028929183
121,0.3032581453634085,0.4493112082460653
122,0.3057644110275689,0.4470403169962851
123,0.3082706766917293,0.4447787137620449
124,0.3107769423558897,0.44252628550227613
125,0.3132832080200501,0.4402829214504438
126,0.3157894736842105,0.4380485130509837
127,0.3182957393483709,0.4358229538980065
128,0.3208020050125313,0.433606139676169
129,0.3233082706766917,0.4313979681036202
130,0.3258145363408521,0.4291983388769335
131,0.3283208020050125,0.42700715361794217
132,0.3308270676691729,0.42482431582239766
133,0.3333333333333333,0.42264973081037427
134,0.3358395989974937,0.42048330567834913
135,0.3383458646616541,0.418324949252889
136,0.3408521303258145,0.41617457204587727
137,0.3433583959899749,0.4140320862112201
138,0.3458646616541353,0.4118974055029724
139,0.3483709273182957,0.40977044523482586
140,0.3508771929824561,0.4076511222409076
141,0.3533834586466165,0.40553935483783576
142,0.3558897243107769,0.4034350627879837
143,0.3583959899749373,0.40133816726390736
144,0.3609022556390977,0.3992485908138894
145,0.3634085213032581,0.39716625732855815
146,0.3659147869674185,0.39509109200854176
147,0.3684210526315789,0.39302302133311606
148,0.37092731829573933,0.39096197302981206
149,0.37343358395989973,0.3889078760449455
150,0.37593984962406013,0.3868606605150342
151,0.37844611528822053,0.384820257739073
152,0.38095238095238093,0.38278660015163235
153,0.38345864661654133,0.38075962129675256
154,0.38596491228070173,0.3787392558026045
155,0.38847117794486213,0.37672543935688974
156,0.39097744360902253,0.37471810868295363
157,0.39348370927318294,0.3727172015165864
158,0.39598997493734334,0.3707226565834876
159,0.39849624060150374,0.3687344135773726
160,0.40100250626566414,0.36675241313869644
161,0.40350877192982454,0.36477659683397645
162,0.40601503759398494,0.3628069071356902
163,0.40852130325814534,0.36084328740273297
164,0.41102756892230574,0.3588856818614127
165,0.41353383458646614,0.35693403558696546
166,0.41604010025062654,0.35498829448557556
167,0.41854636591478694,0.35304840527688086
168,0.42105263157894735,0.3511143154769498
169,0.42355889724310775,0.34918597338171353
170,0.42606516290726815,0.3472633280508378
171,0.42857142857142855,0.3453463292920229
172,0.43107769423558895,0.3434349276457139
173,0.43358395989974935,0.3415290743702123
174,0.43609022556390975,0.3396287214271734
175,0.43859649122807015,0.3377338214674781
176,0.44110275689223055,0.3358443278174683
177,0.44360902255639095,0.3339601944655327
178,0.44611528822055135,0.3320813760490344
179,0.44862155388471175,0.3302078278415671
180,0.45112781954887216,0.3283395057405325
181,0.45363408521303256,0.32647636625502696
