0.0,0.0,6.0
0.0,0.005,5.994764
0.0,0.01,5.989059
0.0,0.015,5.982886
0.0,0.02,5.976252
0.0,0.025,5.969164
0.0,0.03,5.96163
0.0,0.035,5.953663
0.0,0.04,5.945275
0.0,0.045,5.936482
0.0,0.05,5.9273
0.0,0.055,5.91775
0.0,0.06,5.90785
0.0,0.065,5.897625
0.0,0.07,5.887097
0.0,0.075,5.876291
0.0,0.08,5.865236
0.0,0.085,5.853959
0.0,0.09,5.84249
0.0,0.095,5.830859
0.0,0.1,5.819098
0.0,0.105,5.80724
0.0,0.11,5.795318
0.0,0.115,5.783367
0.0,0.12,5.771421
0.0,0.125,5.759515
0.0,0.13,5.747686
0.0,0.135,5.735968
0.0,0.14,5.724398
0.0,0.145,5.713013
0.0,0.15,5.701847
0.0,0.155,5.690936
0.0,0.16,5.680316
0.0,0.165,5.67002
0.0,0.17,5.660084
0.0,0.175,5.650539
0.0,0.18,5.641419
0.0,0.185,5.632755
0.0,0.19,5.624576
0.0,0.195,5.616911
0.0,0.2,5.609789
0.0,0.205,5.603234
0.0,0.21,5.597272
0.0,0.215,5.591924
0.0,0.22,5.587213
0.0,0.225,5.583156
0.0,0.23,5.579771
0.0,0.235,5.577074
0.0,0.24,5.575077
0.0,0.245,5.57379
0.0,0.25,5.573223
0.0,0.635,5.551716
0.0,0.64,5.519162
0.0,0.645,5.485798
0.0,0.65,5.451682
0.0,0.655,5.416876
0.0,0.66,5.381442
0.0,0.665,5.345445
0.0,0.67,5.308955
0.0,0.675,5.27204
0.0,0.68,5.234773
0.0,0.685,5.197229
0.0,0.69,5.159481
0.0,0.695,5.121608
0.0,0.7,5.083688
0.0,0.705,5.0458
0.0,0.71,5.008025
0.0,0.715,4.970443
0.0,0.72,4.933137
0.0,0.725,4.896189
0.0,0.73,4.859679
0.0,0.735,4.823691
0.0,0.74,4.788306
0.0,0.745,4.753606
0.0,0.75,4.71967
0.0,0.755,4.686579
0.0,0.76,4.65441
0.0,0.765,4.623241
0.0,0.77,4.593148
0.0,0.775,4.564204
0.0,0.78,4.536481
0.0,0.785,4.510048
0.0,0.79,4.484974
0.0,0.795,4.461322
0.0,0.8,4.439155
0.0,0.805,4.418531
0.0,0.81,4.399507
0.0,0.815,4.382136
0.0,0.82,4.366466
0.0,0.825,4.352543
0.0,0.83,4.34041
0.0,0.835,4.330103
0.0,0.84,4.321658
0.0,0.845,4.315103
0.0,0.85,4.310465
0.0,0.855,4.307764
0.0,0.86,4.307018
0.005,0.0,5.994764
0.005,0.005,5.989529
0.005,0.01,5.983823
0.005,0.015,5.977651
0.005,0.02,5.971017
0.005,0.025,5.963928
0.005,0.03,5.956395
0.005,0.035,5.948427
0.005,0.04,5.940039
0.005,0.045,5.931246
0.005,0.05,5.922065
0.005,0.055,5.912514
0.005,0.06,5.902615
0.005,0.065,5.892389
0.005,0.07,5.881861
0.005,0.075,5.871056
0.005,0.08,5.860001
0.005,0.085,5.848724
0.005,0.09,5.837254
0.005,0.095,5.825624
0.005,0.1,5.813863
0.005,0.105,5.802005
0.005,0.11,5.790083
0.005,0.115,5.778131
0.005,0.12,5.766185
0.005,0.125,5.75428
0.005,0.13,5.74245
0.005,0.135,5.730732
0.005,0.14,5.719163
0.005,0.145,5.707777
0.005,0.15,5.696611
0.005,0.155,5.685701
0.005,0.16,5.67508
0.005,0.165,5.664785
0.005,0.17,5.654848
0.005,0.175,5.645304
0.005,0.18,5.636184
0.005,0.185,5.627519
0.005,0.19,5.61934
0.005,0.195,5.611676
0.005,0.2,5.604553
0.005,0.205,5.597998
0.005,0.21,5.592036
0.005,0.215,5.586689
0.005,0.22,5.581977
0.005,0.225,5.57792
0.005,0.23,5.574536
0.005,0.235,5.571839
0.005,0.24,5.569841
0.005,0.245,5.568555
0.005,0.25,5.567988
0.005,0.635,5.54648
0.005,0.64,5.513926
0.005,0.645,5.480562
0.005,0.65,5.446447
0.005,0.655,5.41164
0.005,0.66,5.376206
0.005,0.665,5.34021
0.005,0.67,5.303719
0.005,0.675,5.266805
0.005,0.68,5.229538
0.005,0.685,5.191993
0.005,0.69,5.154246
0.005,0.695,5.116373
0.005,0.7,5.078453
0.005,0.705,5.040565
0.005,0.71,5.002789
0.005,0.715,4.965208
0.005,0.72,4.927902
0.005,0.725,4.890953
0.005,0.73,4.854444
0.005,0.735,4.818456
0.005,0.74,4.783071
0.005,0.745,4.74837
0.005,0.75,4.714434
0.005,0.755,4.681343
0.005,0.76,4.649174
0.005,0.765,4.618006
0.005,0.77,4.587912
0.005,0.775,4.558968
0.005,0.78,4.531245
0.005,0.785,4.504813
0.005,0.79,4.479738
0.005,0.795,4.456086
0.005,0.8,4.433919
0.005,0.805,4.413296
0.005,0.81,4.394272
0.005,0.815,4.3769
0.005,0.82,4.36123
0.005,0.825,4.347308
0.005,0.83,4.335174
0.005,0.835,4.324867
0.005,0.84,4.316422
0.005,0.845,4.309867
0.005,0.85,4.305229
0.005,0.855,4.302529
0.005,0.86,4.301783
0.01,0.0,5.989059
0.01,0.005,5.983823
0.01,0.01,5.978118
0.01,0.015,5.971945
0.01,0.02,5.965311
0.01,0.025,5.958223
0.01,0.03,5.950689
0.01,0.035,5.942722
0.01,0.04,5.934334
0.01,0.045,5.925541
0.01,0.05,5.916359
0.01,0.055,5.906809
0.01,0.06,5.896909
0.01,0.065,5.886684
0.01,0.07,5.876155
0.01,0.075,5.86535
0.01,0.08,5.854295
0.01,0.085,5.843018
0.01,0.09,5.831549
0.01,0.095,5.819918
0.01,0.1,5.808157
0.01,0.105,5.796299
0.01,0.11,5.784377
0.01,0.115,5.772426
0.01,0.12,5.76048
0.01,0.125,5.748574
0.01,0.13,5.736744
0.01,0.135,5.725027
0.01,0.14,5.713457
0.01,0.145,5.702072
0.01,0.15,5.690906
0.01,0.155,5.679995
0.01,0.16,5.669375
0.01,0.165,5.659079
0.01,0.17,5.649143
0.01,0.175,5.639598
0.01,0.18,5.630478
0.01,0.185,5.621814
0.01,0.19,5.613635
0.01,0.195,5.60597
0.01,0.2,5.598848
0.01,0.205,5.592293
0.01,0.21,5.58633
0.01,0.215,5.580983
0.01,0.22,5.576271
0.01,0.225,5.572215
0.01,0.23,5.56883
0.01,0.235,5.566133
0.01,0.24,5.564136
0.01,0.245,5.562849
0.01,0.25,5.562282
0.01,0.635,5.540775
0.01,0.64,5.50822
0.01,0.645,5.474857
0.01,0.65,5.440741
0.01,0.655,5.405935
0.01,0.66,5.370501
0.01,0.665,5.334504
0.01,0.67,5.298014
0.01,0.675,5.261099
0.01,0.68,5.223832
0.01,0.685,5.186287
0.01,0.69,5.14854
0.01,0.695,5.110667
0.01,0.7,5.072747
0.01,0.705,5.034859
0.01,0.71,4.997084
0.01,0.715,4.959502
0.01,0.72,4.922196
0.01,0.725,4.885247
0.01,0.73,4.848738
0.01,0.735,4.81275
0.01,0.74,4.777365
0.01,0.745,4.742665
0.01,0.75,4.708729
0.01,0.755,4.675637
0.01,0.76,4.643469
0.01,0.765,4.6123
0.01,0.77,4.582207
0.01,0.775,4.553263
0.01,0.78,4.52554
0.01,0.785,4.499107
0.01,0.79,4.474033
0.01,0.795,4.450381
0.01,0.8,4.428214
0.01,0.805,4.40759
0.01,0.81,4.388566
0.01,0.815,4.371195
0.01,0.82,4.355525
0.01,0.825,4.341602
0.01,0.83,4.329468
0.01,0.835,4.319162
0.01,0.84,4.310716
0.01,0.845,4.304162
0.01,0.85,4.299524
0.01,0.855,4.296823
0.01,0.86,4.296077
0.015,0.0,5.982886
0.015,0.005,5.977651
0.015,0.01,5.971945
0.015,0.015,5.965773
0.015,0.02,5.959139
0.015,0.025,5.95205
0.015,0.03,5.944517
0.015,0.035,5.936549
0.015,0.04,5.928161
0.015,0.045,5.919368
0.015,0.05,5.910187
0.015,0.055,5.900636
0.015,0.06,5.890737
0.015,0.065,5.880511
0.015,0.07,5.869983
0.015,0.075,5.859178
0.015,0.08,5.848123
0.015,0.085,5.836846
0.015,0.09,5.825376
0.015,0.095,5.813746
0.015,0.1,5.801985
0.015,0.105,5.790127
0.015,0.11,5.778205
0.015,0.115,5.766253
0.015,0.12,5.754307
0.015,0.125,5.742402
0.015,0.13,5.730572
0.015,0.135,5.718854
0.015,0.14,5.707285
0.015,0.145,5.695899
0.015,0.15,5.684733
0.015,0.155,5.673823
0.015,0.16,5.663202
0.015,0.165,5.652907
0.015,0.17,5.64297
0.015,0.175,5.633426
0.015,0.18,5.624306
0.015,0.185,5.615641
0.015,0.19,5.607462
0.015,0.195,5.599798
0.015,0.2,5.592675
0.015,0.205,5.58612
0.015,0.21,5.580158
0.015,0.215,5.574811
0.015,0.22,5.570099
0.015,0.225,5.566042
0.015,0.23,5.562658
0.015,0.235,5.559961
0.015,0.24,5.557963
0.015,0.245,5.556677
0.015,0.25,5.55611
0.015,0.635,5.534602
0.015,0.64,5.502048
0.015,0.645,5.468684
0.015,0.65,5.434569
0.015,0.655,5.399762
0.015,0.66,5.364328
0.015,0.665,5.328332
0.015,0.67,5.291841
0.015,0.675,5.254927
0.015,0.68,5.21766
0.015,0.685,5.180115
0.015,0.69,5.142368
0.015,0.695,5.104495
0.015,0.7,5.066575
0.015,0.705,5.028687
0.015,0.71,4.990911
0.015,0.715,4.95333
0.015,0.72,4.916024
0.015,0.725,4.879075
0.015,0.73,4.842566
0.015,0.735,4.806578
0.015,0.74,4.771193
0.015,0.745,4.736492
0.015,0.75,4.702556
0.015,0.755,4.669465
0.015,0.76,4.637296
0.015,0.765,4.606128
0.015,0.77,4.576034
0.015,0.775,4.54709
0.015,0.78,4.519367
0.015,0.785,4.492935
0.015,0.79,4.46786
0.015,0.795,4.444208
0.015,0.8,4.422041
0.015,0.805,4.401418
0.015,0.81,4.382394
0.015,0.815,4.365022
0.015,0.82,4.349352
0.015,0.825,4.33543
0.015,0.83,4.323296
0.015,0.835,4.312989
0.015,0.84,4.304544
0.015,0.845,4.297989
0.015,0.85,4.293351
0.015,0.855,4.290651
0.015,0.86,4.289905
0.02,0.0,5.976252
0.02,0.005,5.971017
0.02,0.01,5.965311
0.02,0.015,5.959139
0.02,0.02,5.952505
0.02,0.025,5.945416
0.02,0.03,5.937883
0.02,0.035,5.929915
0.02,0.04,5.921527
0.02,0.045,5.912734
0.02,0.05,5.903553
0.02,0.055,5.894002
0.02,0.06,5.884103
0.02,0.065,5.873877
0.02,0.07,5.863349
0.02,0.075,5.852544
0.02,0.08,5.841489
0.02,0.085,5.830212
0.02,0.09,5.818742
0.02,0.095,5.807111
0.02,0.1,5.795351
0.02,0.105,5.783493
0.02,0.11,5.771571
0.02,0.115,5.759619
0.02,0.12,5.747673
0.02,0.125,5.735767
0.02,0.13,5.723938
0.02,0.135,5.71222
0.02,0.14,5.700651
0.02,0.145,5.689265
0.02,0.15,5.678099
0.02,0.155,5.667188
0.02,0.16,5.656568
0.02,0.165,5.646273
0.02,0.17,5.636336
0.02,0.175,5.626792
0.02,0.18,5.617672
0.02,0.185,5.609007
0.02,0.19,5.600828
0.02,0.195,5.593164
0.02,0.2,5.586041
0.02,0.205,5.579486
0.02,0.21,5.573524
0.02,0.215,5.568176
0.02,0.22,5.563465
0.02,0.225,5.559408
0.02,0.23,5.556024
0.02,0.235,5.553326
0.02,0.24,5.551329
0.02,0.245,5.550043
0.02,0.25,5.549476
0.02,0.635,5.527968
0.02,0.64,5.495414
0.02,0.645,5.46205
0.02,0.65,5.427935
0.02,0.655,5.393128
0.02,0.66,5.357694
0.02,0.665,5.321698
0.02,0.67,5.285207
0.02,0.675,5.248292
0.02,0.68,5.211026
0.02,0.685,5.173481
0.02,0.69,5.135734
0.02,0.695,5.097861
0.02,0.7,5.05994
0.02,0.705,5.022053
0.02,0.71,4.984277
0.02,0.715,4.946696
0.02,0.72,4.90939
0.02,0.725,4.872441
0.02,0.73,4.835932
0.02,0.735,4.799944
0.02,0.74,4.764559
0.02,0.745,4.729858
0.02,0.75,4.695922
0.02,0.755,4.662831
0.02,0.76,4.630662
0.02,0.765,4.599494
0.02,0.77,4.5694
0.02,0.775,4.540456
0.02,0.78,4.512733
0.02,0.785,4.486301
0.02,0.79,4.461226
0.02,0.795,4.437574
0.02,0.8,4.415407
0.02,0.805,4.394784
0.02,0.81,4.37576
0.02,0.815,4.358388
0.02,0.82,4.342718
0.02,0.825,4.328796
0.02,0.83,4.316662
0.02,0.835,4.306355
0.02,0.84,4.29791
0.02,0.845,4.291355
0.02,0.85,4.286717
0.02,0.855,4.284017
0.02,0.86,4.283271
0.025,0.0,5.969164
0.025,0.005,5.963928
0.025,0.01,5.958223
0.025,0.015,5.95205
0.025,0.02,5.945416
0.025,0.025,5.938328
0.025,0.03,5.930794
0.025,0.035,5.922827
0.025,0.04,5.914439
0.025,0.045,5.905646
0.025,0.05,5.896464
0.025,0.055,5.886914
0.025,0.06,5.877014
0.025,0.065,5.866789
0.025,0.07,5.85626
0.025,0.075,5.845455
0.025,0.08,5.8344
0.025,0.085,5.823123
0.025,0.09,5.811654
0.025,0.095,5.800023
0.025,0.1,5.788262
0.025,0.105,5.776404
0.025,0.11,5.764482
0.025,0.115,5.752531
0.025,0.12,5.740585
0.025,0.125,5.728679
0.025,0.13,5.716849
0.025,0.135,5.705132
0.025,0.14,5.693562
0.025,0.145,5.682177
0.025,0.15,5.671011
0.025,0.155,5.6601
0.025,0.16,5.64948
0.025,0.165,5.639184
0.025,0.17,5.629248
0.025,0.175,5.619703
0.025,0.18,5.610583
0.025,0.185,5.601919
0.025,0.19,5.59374
0.025,0.195,5.586075
0.025,0.2,5.578953
0.025,0.205,5.572398
0.025,0.21,5.566435
0.025,0.215,5.561088
0.025,0.22,5.556376
0.025,0.225,5.55232
0.025,0.23,5.548935
0.025,0.235,5.546238
0.025,0.24,5.544241
0.025,0.245,5.542954
0.025,0.25,5.542387
0.025,0.635,5.520879
0.025,0.64,5.488325
0.025,0.645,5.454962
0.025,0.65,5.420846
0.025,0.655,5.38604
0.025,0.66,5.350606
0.025,0.665,5.314609
0.025,0.67,5.278119
0.025,0.675,5.241204
0.025,0.68,5.203937
0.025,0.685,5.166392
0.025,0.69,5.128645
0.025,0.695,5.090772
0.025,0.7,5.052852
0.025,0.705,5.014964
0.025,0.71,4.977189
0.025,0.715,4.939607
0.025,0.72,4.902301
0.025,0.725,4.865352
0.025,0.73,4.828843
0.025,0.735,4.792855
0.025,0.74,4.75747
0.025,0.745,4.72277
0.025,0.75,4.688834
0.025,0.755,4.655742
0.025,0.76,4.623574
0.025,0.765,4.592405
0.025,0.77,4.562312
0.025,0.775,4.533368
0.025,0.78,4.505645
0.025,0.785,4.479212
0.025,0.79,4.454138
0.025,0.795,4.430486
0.025,0.8,4.408319
0.025,0.805,4.387695
0.025,0.81,4.368671
0.025,0.815,4.3513
0.025,0.82,4.33563
0.025,0.825,4.321707
