0,0.357878,0.982031
2,0.338981,0.982031
3,0.311765,0.982031
4,0.305813,0.982031
5,0.282203,0.982031
7,0.28092,0.982031
24,0.28092,0.981828
28,0.28092,0.976298
34,0.28092,0.973908
40,0.28092,0.969637
44,0.28092,0.966199
53,0.28092,0.946797
68,0.28092,0.918547
84,0.28092,0.916483
86,0.28092,0.896444
98,0.28092,0.895291
103,0.28092,0.885648
132,0.28092,0.851634
156,0.280793,0.851634
203,0.280793,0.815058
212,0.280793,0.755608
329,0.280793,0.753234
380,0.280793,0.746887
386,0.280793,0.746252
403,0.280793,0.711107
415,0.280793,0.710874
458,0.280793,0.708823
567,0.280793,0.699331
606,0.280793,0.696682
681,0.280793,0.693986
773,0.280793,0.691433
826,0.280793,0.682692
935,0.280793,0.682619
942,0.280793,0.632171
