1,1,0,21,0,49
1,0,1,2,1,3
1,1,1,4,1,5
1,1,1,5,1,6
1,2,1,6,1,7
1,2,1,3,1,8
1,3,1,4,1,9
1,4,1,8,1,10
1,5,1,7,1,9
1,6,1,8,1,11
1,7,1,11,1,13
1,9,1,10,1,12
1,11,1,13,1,14
1,10,1,12,1,15
1,12,1,17,0,18
1,13,1,16,1,18
1,15,1,17,0,37
1,14,1,16,1,19
0,14,1,15,1,20
1,17,1,20,1,22
1,18,1,19,1,21
0,0,1,20,1,23
1,19,1,23,1,25
1,21,1,22,1,24
1,23,1,26,1,27
1,22,1,26,1,28
1,24,1,25,1,29
1,24,1,28,1,30
1,25,1,27,1,31
1,26,1,30,1,31
1,27,1,29,1,33
1,28,1,29,1,32
1,31,1,33,1,34
1,30,1,32,1,36
1,32,1,35,0,48
1,34,1,36,1,37
1,33,1,35,1,38
0,16,1,35,1,39
1,36,1,39,1,41
1,37,1,38,1,40
1,39,1,41,1,42
1,38,1,40,1,43
1,40,1,43,1,45
1,41,1,42,1,44
1,43,1,46,1,47
1,42,1,46,1,47
1,44,1,45,1,49
1,44,1,45,1,48
0,34,1,47,1,49
0,0,1,46,1,48
