node,neighbor,spl
0,1,1
0,2,2
0,3,2
0,4,3
0,5,3
1,0,1
1,2,1
1,3,1
1,4,2
1,5,2
2,0,2
2,1,1
2,3,2
2,4,1
2,5,1
3,0,2
3,1,1
3,2,2
3,4,2
3,5,1
3,6,1
4,1,2
4,2,1
4,3,2
4,5,2
4,6,1
4,7,1
5,2,1
5,3,1
5,4,2
5,6,2
5,7,2
5,8,1
6,3,1
6,4,1
6,5,2
6,7,2
6,8,2
6,9,1
7,4,1
7,5,2
7,6,2
7,8,1
7,9,2
7,10,1
8,5,1
8,6,2
8,7,1
8,9,1
8,10,2
8,11,2
9,6,1
9,7,2
9,8,1
9,10,2
9,11,1
9,12,2
10,7,1
10,8,2
10,9,2
10,11,1
10,12,2
10,13,1
11,8,2
11,9,1
11,10,1
11,12,1
11,13,2
11,14,2
12,9,2
12,10,2
12,11,1
12,13,1
12,14,1
12,15,2
13,10,1
13,11,2
13,12,1
13,14,2
13,15,1
13,16,2
14,11,2
14,12,1
14,13,2
14,15,2
14,16,2
14,17,1
15,12,2
15,13,1
15,14,2
15,16,1
15,17,2
15,18,1
16,13,2
16,14,2
16,15,1
16,17,1
16,18,2
16,19,2
17,14,1
17,15,2
17,16,1
17,18,2
17,19,1
17,20,2
18,15,1
18,16,2
18,17,2
18,19,2
18,20,1
18,21,2
19,16,2
19,17,1
19,18,2
19,20,1
19,21,2
19,22,1
20,17,2
20,18,1
20,19,1
20,21,1
20,22,2
20,23,2
21,18,2
21,19,2
21,20,1
21,22,2
21,23,1
21,24,2
22,19,1
22,20,2
22,21,2
22,23,1
22,24,2
22,25,1
23,20,2
23,21,1
23,22,1
23,24,1
23,25,2
23,26,2
24,21,2
24,22,2
24,23,1
24,25,2
24,26,1
24,27,1
25,22,1
25,23,2
25,24,2
25,26,1
25,27,2
25,28,1
26,23,2
26,24,1
26,25,1
26,27,2
26,28,2
26,29,1
27,24,1
27,25,2
27,26,2
27,28,1
27,29,2
27,30,1
28,25,1
28,26,2
28,27,1
28,29,2
28,30,2
28,31,1
29,26,1
29,27,2
29,28,2
29,30,1
29,31,1
29,32,2
30,27,1
30,28,2
30,29,1
30,31,2
30,32,2
30,33,1
31,28,1
31,29,1
31,30,2
31,32,1
31,33,2
31,34,2
32,29,2
32,30,2
32,31,1
32,33,1
32,34,1
32,35,2
33,30,1
33,31,2
33,32,1
33,34,2
33,35,2
33,36,1
34,31,2
34,32,1
34,33,2
34,35,1
34,36,2
34,37,2
35,32,2
35,33,2
35,34,1
35,36,1
35,37,1
35,38,2
36,33,1
36,34,2
36,35,1
36,37,2
36,38,1
36,39,2
37,34,2
37,35,1
37,36,2
37,38,2
37,39,1
37,40,2
38,35,2
38,36,1
38,37,2
38,39,1
38,40,2
38,41,1
39,36,2
39,37,1
39,38,1
39,40,1
39,41,2
39,42,2
40,37,2
40,38,2
40,39,1
40,41,1
40,42,1
40,43,2
41,38,1
41,39,2
41,40,1
41,42,2
41,43,1
41,44,2
42,39,2
42,40,1
42,41,2
42,43,1
42,44,2
42,45,1
43,40,2
43,41,1
43,42,1
43,44,1
43,45,2
43,46,2
44,41,2
44,42,2
44,43,1
44,45,2
44,46,1
44,47,1
45,42,1
45,43,2
45,44,2
45,46,1
45,47,1
45,48,2
46,43,2
46,44,1
46,45,1
46,47,2
46,48,2
46,49,1
47,44,1
47,45,1
47,46,2
47,48,1
47,49,2
48,44,2
48,45,2
48,46,2
48,47,1
48,49,1
49,44,2
49,45,2
49,46,1
49,47,2
49,48,1
