1,2,3,13,21,26,33,39
0,2,3,12,18,36,46,48
0,1,3,4,10,16,38,43
0,1,2,4,5,7,9,30
2,3,5,6,17,34,43,49
3,4,6,7,12,24,27,32
4,5,7,8,13,22,27,42
3,5,6,8,9,11,20,41
6,7,9,10,28,33,42,49
3,7,8,10,11,17,25,28
2,8,9,11,12,23,31,40
7,9,10,12,13,21,22,33
1,5,10,11,13,14,20,45
0,6,11,12,14,15,29,44
12,13,15,16,25,34,36,49
13,14,16,17,22,32,36,37
2,14,15,17,18,19,23,40
4,9,15,16,18,19,21,32
1,16,17,19,20,41,43,48
16,17,18,20,21,23,36,45
7,12,18,19,21,22,29,38
0,11,17,19,20,22,23,49
6,11,15,20,21,23,24,35
10,16,19,21,22,24,25,29
5,22,23,25,26,39,41,46
9,14,23,24,26,27,28,44
0,24,25,27,28,39,45,47
5,6,25,26,28,29,30,48
8,9,25,26,27,29,30,31
13,20,23,27,28,30,31,48
3,27,28,29,31,32,38,47
10,28,29,30,32,33,37,43
5,15,17,30,31,33,34,37
0,8,11,31,32,34,35,42
4,14,32,33,35,36,38,47
22,33,34,36,37,40,44,46
1,14,15,19,34,35,37,38
15,31,32,35,36,38,39,49
2,20,30,34,36,37,39,40
0,24,26,37,38,40,41,44
10,16,35,38,39,41,42,48
7,18,24,39,40,42,43,47
6,8,33,40,41,43,44,45
2,4,18,31,41,42,44,45
13,25,35,39,42,43,45,46
12,19,26,42,43,44,46,47
1,24,35,44,45,47,48,49
26,30,34,41,45,46,48,49
1,18,27,29,40,46,47,49
4,8,14,21,37,46,47,48
